iter	Logloss
176	0.6636508512
177	0.6634599895
178	0.6632427135
179	0.6630595333
180	0.6628723854
181	0.6626761907
182	0.6625234492
183	0.6623726178
184	0.6621908866
185	0.6620076265
186	0.6618654113
187	0.6617626601
188	0.6615822887
189	0.6614121688
190	0.6612916575
191	0.6611599149
192	0.6609683815
193	0.6608191713
194	0.6606486904
195	0.6605440422
196	0.6603495817
197	0.6601355411
198	0.6599269675
199	0.6597671712
200	0.659626658
201	0.6594978263
202	0.6593399496
203	0.6592138596
204	0.6590716978
205	0.6588801896
206	0.6587369277
207	0.6586234118
208	0.6585236565
209	0.6583783985
210	0.6582900524
211	0.6581273812
212	0.6579633513
213	0.6578330273
214	0.6577001944
215	0.6576077698
216	0.65744161
217	0.6572223727
218	0.6570426477
219	0.6568962101
220	0.6567150652
221	0.6565941172
222	0.6563664102
223	0.6562133002
224	0.6561004595
225	0.6559248067
226	0.6557437535
227	0.6555966525
228	0.655454987
229	0.6552711133
230	0.6551009042
231	0.6549423266
232	0.6548025531
233	0.6546483709
234	0.6545280179
235	0.6543587207
236	0.6541965259
237	0.6540600052
238	0.6539570388
239	0.6537792155
240	0.6535768309
241	0.6533660408
242	0.6532158466
243	0.6530699987
244	0.6529167928
245	0.6527299747
246	0.6525508453
247	0.6523790482
248	0.6522970567
249	0.6521165644
250	0.651997611
251	0.6518976858
252	0.65175227
253	0.6516336224
254	0.6515119657
255	0.6513980831
256	0.6511987013
257	0.6509908844
258	0.6508663551
259	0.6507090552
260	0.6505278406
261	0.6504154367
262	0.6502616426
263	0.6500973953
264	0.6499808351
265	0.6498477144
266	0.6497805
267	0.6496800712
268	0.6495144997
269	0.6493793416
270	0.649247331
271	0.649147207
272	0.6490530924
273	0.6489394
274	0.6487728992
275	0.648608254
276	0.6484762612
277	0.6482763252
278	0.6481640659
279	0.6480674225
280	0.6479033798
281	0.6477338358
282	0.6475918548
283	0.6474921381
284	0.6473598839
285	0.6471745878
286	0.6470546705
287	0.6468835791
288	0.6467580943
289	0.6466847494
290	0.6464825446
291	0.6463556136
292	0.6462262596
293	0.6460908151
294	0.6459096263
295	0.6458060259
296	0.6457166748
297	0.6455967703
298	0.6454606504
299	0.6454002966
300	0.6452406981
301	0.6450705095
302	0.6448901391
303	0.6447769515
304	0.6446811027
305	0.6445874089
306	0.6444816725
307	0.6443438066
308	0.644200001
309	0.6440824052
310	0.6439398227
311	0.6438027016
312	0.6436727816
313	0.6435495465
314	0.6433817785
315	0.6432330907
316	0.6431885663
317	0.643112951
318	0.6429771066
319	0.6428493351
320	0.6426591494
321	0.6425273443
322	0.642324004
323	0.6422276591
324	0.642164224
325	0.6420076996
326	0.6419003309
327	0.6418009188
328	0.6417242163
329	0.6415686815
330	0.641441704
331	0.6413648085
332	0.6412251561
333	0.6411012754
334	0.6409353445
335	0.6408104016
336	0.6406587444
337	0.6405407146
338	0.6404356118
339	0.6402724806
340	0.6401487432
341	0.6400196477
342	0.639859487
343	0.6397672678
344	0.6396535436
345	0.6394459314
346	0.6393636037
347	0.6392802565
348	0.6391898842
349	0.6391047529
350	0.6389452357
351	0.6387989075
352	0.6386293331
353	0.6385194809
354	0.6383714371
355	0.6383067075
356	0.6381735701
357	0.6380377609
358	0.6379423276
359	0.6377598705
360	0.637639113
361	0.6375543796
362	0.6374547037
363	0.6373508527
364	0.63726858
365	0.6371332147
366	0.636999288
367	0.6369247582
368	0.6367974795
369	0.6366805208
370	0.6364908059
371	0.6363533043
372	0.636223835
373	0.6361235554
374	0.6360087948
375	0.6358420891
376	0.6357595151
377	0.6356601636
378	0.6355620095
379	0.6354623032
380	0.6353595493
381	0.6352807593
382	0.6351668136
383	0.6350818745
384	0.6349262238
385	0.6348280494
386	0.6346831342
387	0.6345697091
388	0.6344914944
389	0.6343493297
390	0.6342390987
391	0.6341141389
392	0.6339635256
393	0.6338922899
394	0.6337990293
395	0.6336814593
396	0.6335207055
397	0.6333659364
398	0.633248477
399	0.6331001106
400	0.6329175135
401	0.632727147
402	0.6326129401
403	0.6325135663
404	0.632420674
405	0.6323094933
406	0.6321477869
407	0.63200236
408	0.6318620968
409	0.631714297
410	0.6316339294
411	0.6314504009
412	0.6313961323
413	0.6312792435
414	0.6311893477
415	0.6310666614
416	0.6309783951
417	0.6309061448
418	0.6307961656
419	0.6306407236
420	0.6305540291
421	0.6304049843
422	0.6303379394
423	0.6302197979
424	0.6301654279
425	0.6300352641
426	0.6298833421
427	0.6298068355
428	0.6296462647
429	0.6295225053
430	0.6293229349
431	0.6291585326
432	0.6290362222
433	0.6289397418
434	0.6287554401
435	0.6286585373
436	0.6285062326
437	0.6283069233
438	0.6282146297
439	0.6281580547
440	0.6280478233
441	0.6279400299
442	0.6278111448
443	0.6277236952
444	0.6276591539
445	0.6275221283
446	0.6274577083
447	0.6273579464
448	0.6273030784
449	0.6271881596
450	0.6271060207
451	0.6269834995
452	0.6268886714
453	0.6267387132
454	0.6265401463
455	0.6263477698
456	0.6262053751
457	0.6260754739
458	0.6260090532
459	0.6259233522
460	0.6257815386
461	0.6256581344
462	0.62554755
463	0.6254479977
464	0.6253681851
465	0.6252549884
466	0.6251665517
467	0.6250555442
468	0.6249089233
469	0.6247905086
470	0.6246789485
471	0.6245930249
472	0.6244391959
473	0.6243398065
474	0.6242120484
475	0.6240937485
476	0.6239864212
477	0.6239061672
478	0.6237722967
479	0.6236998805
480	0.6236044401
481	0.6235317237
482	0.6233816531
483	0.6232699284
484	0.6231702314
485	0.6231037846
486	0.6229684826
487	0.6227986006
488	0.622601832
489	0.6224432997
490	0.6223309561
491	0.6222762177
492	0.6220755531
493	0.6219298292
494	0.6218550466
495	0.6217396365
496	0.6216082959
497	0.6214977286
498	0.6214265532
499	0.6213540442
500	0.6212784074
501	0.6211786213
502	0.6210712425
503	0.6209562589
504	0.6208932847
505	0.6207713166
506	0.6206266581
507	0.620553152
508	0.6204234158
509	0.6203337711
510	0.62013221
511	0.6200593078
512	0.619907383
513	0.6198167869
514	0.619715417
515	0.6196474529
516	0.6195495822
517	0.6194221017
518	0.6193426285
519	0.6192520022
520	0.6191603718
521	0.6190407021
522	0.6189337492
523	0.6187674676
524	0.6186286451
525	0.6184663251
526	0.618316087
527	0.6182425341
528	0.6180999437
529	0.6179912692
530	0.6178865174
531	0.617799469
532	0.6176846128
533	0.6175490911
534	0.617399822
535	0.6173076908
536	0.6171934644
537	0.6171117372
538	0.6170000258
539	0.6169004758
540	0.6167468852
541	0.6166103811
542	0.6164868547
543	0.6164015168
544	0.6163407025
545	0.6162211281
546	0.6160808894
547	0.6159802735
548	0.6158569367
549	0.6156924254
550	0.6155903373
551	0.6155316901
552	0.6154340404
553	0.6153472823
554	0.6152670433
555	0.6151843575
556	0.6150598043
557	0.6149056438
558	0.6148164618
559	0.6147187949
560	0.6146500374
561	0.6145394498
562	0.6144271114
563	0.6143197612
564	0.6142246201
565	0.6140877733
566	0.6140063211
567	0.6139497445
568	0.6138740819
569	0.6137173256
570	0.6136017019
571	0.6135104224
572	0.6133634264
573	0.6132665924
574	0.6131659056
575	0.6130385604
576	0.6129794524
577	0.6129046288
578	0.6127898027
579	0.6127241629
580	0.6126457887
581	0.612528058
582	0.6124291896
583	0.6123386677
584	0.6121953168
585	0.6121206059
586	0.6120158429
587	0.6119615186
588	0.6118385941
589	0.6117529617
590	0.6116667999
591	0.6115984767
592	0.6114948338
593	0.6113669223
594	0.6112257563
595	0.6111530857
596	0.6110677007
597	0.6109817225
598	0.6108143857
599	0.6107253085
600	0.610625479
601	0.6105026458
602	0.6104438623
603	0.6103641932
604	0.6102250509
605	0.6101255262
606	0.6099940024
607	0.6098174539
608	0.6096514841
609	0.6095720385
610	0.6094600476
611	0.6093829862
612	0.6092586677
613	0.6090843763
614	0.6089674567
615	0.6088568479
616	0.6087612349
617	0.6086649534
618	0.6084926426
619	0.6083629609
620	0.6082183702
621	0.6080977726
622	0.6080086703
623	0.6079603195
624	0.6078226647
625	0.6077288826
626	0.6076412455
627	0.6075483622
628	0.6074452979
629	0.6073498633
630	0.6072612036
631	0.6071143034
632	0.6069995399
633	0.606910914
634	0.6068081244
635	0.6067025024
636	0.6065946349
637	0.6064826656
638	0.6064328591
639	0.6063222096
640	0.60622385
641	0.6060959965
642	0.6059881747
643	0.6058967361
644	0.6057887855
645	0.6056779256
646	0.6056137106
647	0.6055283568
648	0.6054691024
649	0.605354836
650	0.6052668658
651	0.6051811531
652	0.6050355999
653	0.6049696216
654	0.6048631627
655	0.6047663931
656	0.6046210069
657	0.6045322432
658	0.6044446766
659	0.6044007015
660	0.6043364727
661	0.6041686971
662	0.6040783413
663	0.6039833252
664	0.6038877196
665	0.6038187701
666	0.6037584949
667	0.6036279551
668	0.6035215279
669	0.6034271202
670	0.6033451245
671	0.603254581
672	0.6031679477
673	0.6031065911
674	0.6030103619
675	0.6029004574
676	0.6028184432
677	0.6027425166
678	0.6026476047
679	0.6025191167
680	0.6024232788
681	0.6022759758
682	0.6022115014
683	0.6020909748
684	0.6019150112
685	0.6018358596
686	0.6017089511
687	0.6015872904
688	0.6014943661
689	0.601345661
690	0.6011921841
691	0.601100702
692	0.600988047
693	0.6009101929
694	0.6007949236
695	0.6007046938
696	0.600634958
697	0.6005287636
698	0.600391988
699	0.6003478248
700	0.6002749443
701	0.6001983428
702	0.6001239777
703	0.6000827812
704	0.599965779
705	0.5999176691
706	0.5998775396
707	0.5998011644
708	0.5997356488
709	0.5996249138
710	0.5995686747
711	0.5995191901
712	0.5993772534
713	0.5992895807
714	0.5991973635
715	0.5990844144
716	0.5989884353
717	0.5989319888
718	0.5988497424
719	0.5987570579
720	0.5986097076
721	0.5985209582
722	0.5984110142
723	0.5983599755
724	0.5983030819
725	0.5982111356
726	0.5981328883
727	0.5980654302
728	0.5980061551
729	0.5978926332
730	0.5977951771
731	0.5976868955
732	0.5976299578
733	0.5975301677
734	0.5974015015
735	0.5972837302
736	0.597180024
737	0.5970935757
738	0.5969811316
739	0.5969088198
740	0.5968083384
741	0.5967055478
742	0.5966019152
743	0.5964755552
744	0.5964141964
745	0.596349102
746	0.5962983325
747	0.5961988177
748	0.5961398425
749	0.5960510968
750	0.5959460284
751	0.5958889503
752	0.5957898244
753	0.5957027108
754	0.5956150756
755	0.5954903162
756	0.5953617083
757	0.5952248284
758	0.5951609485
759	0.5950792548
760	0.5950163223
761	0.5949375488
762	0.5948266518
763	0.5946624864
764	0.5945662506
765	0.5944942882
766	0.5943375767
767	0.5942342233
768	0.5941028994
769	0.5940083143
770	0.593932373
771	0.5937947541
772	0.5936330018
773	0.5935794891
774	0.5934706754
775	0.5934022048
776	0.5933203139
777	0.5932158159
778	0.5931191622
779	0.5930027335
780	0.5929174966
781	0.5927960001
782	0.5927481529
783	0.5926087025
784	0.5924938692
785	0.5924208394
786	0.5923337227
787	0.5922466951
788	0.5921174252
789	0.5920333643
790	0.5919345837
791	0.5918618225
792	0.5917690438
793	0.5916629387
794	0.5915888237
795	0.5914496918
796	0.5913389587
797	0.5912259466
798	0.5911250739
799	0.5910151609
800	0.5909331713
801	0.5908781808
802	0.5907927907
803	0.5907499314
804	0.5907179446
805	0.5906345658
806	0.5905705294
807	0.5905022827
808	0.5903872435
809	0.5902747113
810	0.5902003263
811	0.5901075483
812	0.5900351747
813	0.5899805824
814	0.589911232
815	0.5897726802
816	0.5896715014
817	0.5895355811
818	0.5894347463
819	0.5893030936
820	0.5891552614
821	0.5890349338
822	0.5889025269
823	0.5887895713
824	0.5886965208
825	0.5885872557
826	0.5885021679
827	0.5883862
828	0.588309933
829	0.5882263086
830	0.5881482609
831	0.5880829461
832	0.5879753559
833	0.5879231477
834	0.5878131064
835	0.5877509054
836	0.5876683312
837	0.5875370928
838	0.5874292592
839	0.5873498507
840	0.5872537339
841	0.5871759134
842	0.5870746902
843	0.5869793832
844	0.5869126653
845	0.5868329272
846	0.5867703521
847	0.5867100959
848	0.5866231918
849	0.5864861021
850	0.5864023303
851	0.5863078142
852	0.5862256935
853	0.5861632102
854	0.5860854556
855	0.5859897268
856	0.5858543314
857	0.5857310798
858	0.5856296457
859	0.5854772758
860	0.5854181938
861	0.5853634012
862	0.5852995289
863	0.5852133453
864	0.585075589
865	0.5850195888
866	0.5849506026
867	0.5848431981
868	0.584735688
869	0.5846363672
870	0.5844859227
871	0.5844074393
872	0.5843518478
873	0.5842474291
874	0.5841441153
875	0.5840085936
876	0.583938783
877	0.5838465659
878	0.583778993
879	0.583664769
880	0.5835734066
881	0.583475202
882	0.5834065849
883	0.583342327
884	0.5832664959
885	0.5832076359
886	0.5831300346
887	0.5830232727
888	0.5829381215
889	0.5828394887
890	0.5828013661
891	0.5827177593
892	0.5826560173
893	0.5825401436
894	0.582404206
895	0.5822889023
896	0.5822056488
897	0.5820965784
898	0.5820201636
899	0.581971152
900	0.5818852848
901	0.5818105644
902	0.5816964814
903	0.5816285417
904	0.5815517817
905	0.5814731865
906	0.5813642987
907	0.5812688141
908	0.5811850019
909	0.581137664
910	0.5810359369
911	0.5809647491
912	0.580809393
913	0.5807317255
914	0.5806449527
915	0.5805357669
916	0.5804594314
917	0.5803437297
918	0.5802663344
919	0.5801685571
920	0.580109366
921	0.5800526914
922	0.5799620531
923	0.5799274074
924	0.5798706822
925	0.5797858226
926	0.5797006285
927	0.5796340796
928	0.5795709578
929	0.5794739716
930	0.5794261519
931	0.5793088958
932	0.5792546817
933	0.5791581607
934	0.5790406216
935	0.5789371562
936	0.578842017
937	0.5787894659
938	0.5786651701
939	0.5785989337
940	0.5785501732
941	0.5784212552
942	0.5783135315
943	0.5782522948
944	0.5781340887
945	0.5780148282
946	0.5779285303
947	0.5777965208
948	0.5777072117
949	0.5776052155
950	0.5775305694
951	0.5774407993
952	0.5773763192
953	0.5773042118
954	0.5772374338
955	0.5771540198
956	0.5770677662
957	0.5770229448
958	0.5769372932
959	0.5768811325
960	0.5768083771
961	0.5767412222
962	0.5766835114
963	0.5765714837
964	0.5764531643
965	0.5763788232
966	0.5763111625
967	0.5761956293
968	0.5761241761
969	0.5759747799
970	0.5758845924
971	0.5757814028
972	0.575722859
973	0.5756320296
974	0.5755479395
975	0.5754413361
976	0.5753390875
977	0.575235451
978	0.5751613576
979	0.5751045298
980	0.575037146
981	0.5749643708
982	0.5748650703
983	0.5748145324
984	0.5747679131
985	0.5747010304
986	0.5746170497
987	0.5745172714
988	0.5744062652
989	0.5743633141
990	0.5742838915
991	0.5742194129
992	0.5741554001
993	0.5740686523
994	0.5739766893
995	0.5739124199
996	0.5738447016
997	0.5737498327
998	0.5736643057
999	0.5736005386
