Datetime,Open,High,Low,Close,Volume
2024-02-26 19:00:00+00:00,1.0583300590515137,1.0591000318527222,1.0579099655151367,1.059000015258789,0
2024-02-26 20:00:00+00:00,1.0589499473571775,1.0596699714660645,1.058359980583191,1.0596599578857422,0
2024-02-26 21:00:00+00:00,1.0596699714660645,1.0597100257873535,1.0584900379180908,1.0594500303268433,0
2024-02-26 22:00:00+00:00,1.0592000484466553,1.0599700212478638,1.0578099489212036,1.0593500137329102,0
2024-02-26 23:00:00+00:00,1.0593899488449097,1.0607099533081057,1.0585800409317017,1.0603200197219849,0
2024-02-27 00:00:00+00:00,1.060349941253662,1.0608899593353271,1.0597100257873535,1.0602699518203735,0
2024-02-27 01:00:00+00:00,1.0602699518203735,1.0610899925231934,1.0600299835205078,1.0607199668884275,0
2024-02-27 02:00:00+00:00,1.06072998046875,1.0611599683761597,1.059620022773743,1.0605499744415283,0
2024-02-27 03:00:00+00:00,1.060610055923462,1.0614299774169922,1.060189962387085,1.0612599849700928,0
2024-02-27 04:00:00+00:00,1.061269998550415,1.0619399547576904,1.060670018196106,1.061859965324402,0
2024-02-27 05:00:00+00:00,1.0619100332260132,1.0620499849319458,1.0612200498580933,1.0614999532699585,0
2024-02-27 06:00:00+00:00,1.061560034751892,1.062150001525879,1.0611200332641602,1.062059998512268,0
2024-02-27 07:00:00+00:00,1.062000036239624,1.0622600317001345,1.0612000226974487,1.0616400241851809,0
2024-02-27 08:00:00+00:00,1.0616400241851809,1.062399983406067,1.0611000061035156,1.0618300437927246,0
2024-02-27 09:00:00+00:00,1.0619399547576904,1.0627399682998655,1.061519980430603,1.062559962272644,0
2024-02-27 10:00:00+00:00,1.062559962272644,1.0630199909210205,1.0621600151062012,1.0627800226211548,0
2024-02-27 11:00:00+00:00,1.0626599788665771,1.0627800226211548,1.061750054359436,1.0622400045394895,0
2024-02-27 12:00:00+00:00,1.062209963798523,1.0624099969863892,1.061329960823059,1.0622199773788452,0
2024-02-27 13:00:00+00:00,1.0621700286865234,1.0626200437545776,1.0615700483322144,1.0621000528335571,0
2024-02-27 14:00:00+00:00,1.0621099472045898,1.062150001525879,1.0605100393295288,1.0612499713897705,0
2024-02-27 15:00:00+00:00,1.061169981956482,1.061360001564026,1.060099959373474,1.0607600212097168,0
2024-02-27 16:00:00+00:00,1.06072998046875,1.0608999729156494,1.0600199699401855,1.060610055923462,0
2024-02-27 17:00:00+00:00,1.060610055923462,1.060670018196106,1.059880018234253,1.0603200197219849,0
2024-02-27 18:00:00+00:00,1.0603400468826294,1.0605700016021729,1.0598000288009644,1.0602400302886963,0
2024-02-27 19:00:00+00:00,1.0602799654006958,1.0604499578475952,1.0596100091934204,1.0601999759674072,0
2024-02-27 20:00:00+00:00,1.0602099895477295,1.060789942741394,1.0597800016403198,1.0606800317764282,0
2024-02-27 21:00:00+00:00,1.0606499910354614,1.0607500076293943,1.0592999458312988,1.0602999925613403,0
2024-02-27 22:00:00+00:00,1.060289978981018,1.0606399774551392,1.0582900047302246,1.0603699684143066,0
2024-02-27 23:00:00+00:00,1.060349941253662,1.0607099533081057,1.0596799850463867,1.0605499744415283,0
2024-02-28 00:00:00+00:00,1.0605599880218506,1.0609500408172607,1.059599995613098,1.0600600242614746,0
2024-02-28 01:00:00+00:00,1.060289978981018,1.0678499937057495,1.0598700046539309,1.0675499439239502,0
2024-02-28 02:00:00+00:00,1.0675499439239502,1.068619966506958,1.0670700073242188,1.0678499937057495,0
2024-02-28 03:00:00+00:00,1.0678800344467163,1.0684900283813477,1.0666799545288086,1.067759990692139,0
2024-02-28 04:00:00+00:00,1.06768000125885,1.067870020866394,1.065750002861023,1.0663599967956543,0
2024-02-28 05:00:00+00:00,1.0663399696350098,1.0670100450515747,1.065459966659546,1.0655900239944458,0
2024-02-28 06:00:00+00:00,1.065690040588379,1.0671600103378296,1.0651099681854248,1.0662000179290771,0
2024-02-28 07:00:00+00:00,1.0662100315093994,1.0666699409484863,1.0646799802780151,1.0652999877929688,0
2024-02-28 08:00:00+00:00,1.0653200149536133,1.066140055656433,1.0641599893569946,1.0648399591445925,0
2024-02-28 09:00:00+00:00,1.0647499561309814,1.065600037574768,1.0640699863433838,1.0650999546051023,0
2024-02-28 10:00:00+00:00,1.0651700496673584,1.065440058708191,1.0645300149917605,1.0651899576187134,0
2024-02-28 11:00:00+00:00,1.0651700496673584,1.0658799409866333,1.0645099878311155,1.065629959106445,0
2024-02-28 12:00:00+00:00,1.065659999847412,1.0662200450897217,1.065019965171814,1.0655299425125122,0
2024-02-28 13:00:00+00:00,1.0655399560928345,1.0659600496292114,1.0649800300598145,1.0655100345611572,0
2024-02-28 14:00:00+00:00,1.0654300451278689,1.0663800239562988,1.0650299787521362,1.0660099983215332,0
2024-02-28 15:00:00+00:00,1.065989971160889,1.0665600299835205,1.0654900074005127,1.0664900541305542,0
2024-02-28 16:00:00+00:00,1.0664900541305542,1.0670599937438965,1.065989971160889,1.066390037536621,0
2024-02-28 17:00:00+00:00,1.0664000511169434,1.0665899515151978,1.0658199787139893,1.0664000511169434,0
