Date,Open,High,Low,Close,Volume
2021-12-31 23:00:00,1.13755,1.13755,1.13755,1.13755,1
2022-01-03 00:00:00,1.13693,1.13729,1.13645,1.13708,202
2022-01-03 00:30:00,1.13705,1.13742,1.13699,1.13726,369
2022-01-03 01:00:00,1.13725,1.13778,1.1369,1.13723,890
2022-01-03 01:30:00,1.13726,1.13734,1.13687,1.13728,455
2022-01-03 02:00:00,1.13728,1.1375899999999999,1.13662,1.13665,468
2022-01-03 02:30:00,1.13664,1.1367,1.13608,1.13622,586
2022-01-03 03:00:00,1.13622,1.13654,1.13597,1.13628,444
2022-01-03 03:30:00,1.13615,1.13617,1.13497,1.13588,905
2022-01-03 04:00:00,1.13588,1.13589,1.13483,1.13495,663
2022-01-03 04:30:00,1.13496,1.13499,1.13422,1.13427,428
2022-01-03 05:00:00,1.1343,1.13471,1.13423,1.1344,369
2022-01-03 05:30:00,1.1344,1.135,1.13413,1.13482,438
2022-01-03 06:00:00,1.13483,1.1349,1.1343,1.13485,323
2022-01-03 06:30:00,1.13482,1.13482,1.13387,1.13406,346
2022-01-03 07:00:00,1.13406,1.13414,1.13365,1.13368,294
2022-01-03 07:30:00,1.13368,1.1341,1.1336,1.1338,364
2022-01-03 08:00:00,1.1338,1.1343,1.13379,1.13412,443
2022-01-03 08:30:00,1.13412,1.13465,1.1341,1.1343,434
2022-01-03 09:00:00,1.13431,1.1346,1.13361,1.13365,882
2022-01-03 09:30:00,1.13365,1.13501,1.13349,1.1348,1066
2022-01-03 10:00:00,1.13479,1.13479,1.13354,1.13369,1985
2022-01-03 10:30:00,1.13371,1.13473,1.13352,1.13468,1314
2022-01-03 11:00:00,1.13466,1.13567,1.13384,1.13392,1399
2022-01-03 11:30:00,1.13389,1.13559,1.13355,1.13518,1584
2022-01-03 12:00:00,1.13518,1.13598,1.13506,1.13557,1089
2022-01-03 12:30:00,1.13556,1.13593,1.1350500000000001,1.13551,1135
2022-01-03 13:00:00,1.13555,1.1366100000000001,1.1351499999999999,1.13605,1446
2022-01-03 13:30:00,1.13605,1.13625,1.13518,1.13557,1366
2022-01-03 14:00:00,1.13558,1.13563,1.13498,1.1353900000000001,1356
2022-01-03 14:30:00,1.1353900000000001,1.13595,1.13471,1.13585,1860
2022-01-03 15:00:00,1.13585,1.13631,1.135,1.13628,2331
2022-01-03 15:30:00,1.13629,1.1364,1.13456,1.13504,2440
2022-01-03 16:00:00,1.13504,1.13519,1.13246,1.1326100000000001,2250
2022-01-03 16:30:00,1.1326100000000001,1.13291,1.13,1.13062,3449
2022-01-03 17:00:00,1.13066,1.13094,1.12916,1.12959,3207
2022-01-03 17:30:00,1.12958,1.13014,1.12904,1.12918,2872
2022-01-03 18:00:00,1.12919,1.12988,1.12888,1.12927,2401
2022-01-03 18:30:00,1.12926,1.12957,1.1283,1.12888,2370
2022-01-03 19:00:00,1.12888,1.12902,1.12795,1.12816,1443
2022-01-03 19:30:00,1.12815,1.1287,1.12795,1.12837,802
2022-01-03 20:00:00,1.12837,1.12918,1.12829,1.12909,758
2022-01-03 20:30:00,1.12909,1.12969,1.12906,1.12948,673
2022-01-03 21:00:00,1.12948,1.12984,1.12936,1.12979,727
2022-01-03 21:30:00,1.12979,1.12995,1.12948,1.1297,866
2022-01-03 22:00:00,1.12967,1.12991,1.12959,1.1296599999999999,697
2022-01-03 22:30:00,1.1296599999999999,1.13003,1.12938,1.12963,1052
2022-01-03 23:00:00,1.12963,1.1297,1.12941,1.12969,307
2022-01-03 23:30:00,1.12969,1.12989,1.12962,1.12971,265
